index,TEXT,LANG
11781,ꞌwyriara ꞌga nane nipo akuꞌiramu wemiayuw esage ꞌga ree nu ꞌga porowyky resag ire nipo ꞌga ꞌga myina okaraema are ojejuka maꞌeramu,Kayabí
2039,kakiti iuaa auakani tsorikaata kotxi itikarina xesosi makananitinina amianatakani kakiti masakireti sakirauatapeka kakiti matipokotakati tipokotapeka mosiareti kosiarepeka itxapeka ikinimane txari: —peerekari teoso isaeo auakani teosone —itxana,Apurinã
24770,timoteo masqui canancunalla watucuniqui shamuyta pinsayalpis cayta isquirbiyamuc manala chamupti tayta diospa wasinchu chalapacucunaca imanuypa cawsanapapis yachanayquipami aw-ari tayta diospa wasinmi canchic jinaman rasun allin willacuycapa simintunmi wasip paradirunmi sichush cay shamuna muyuncunachu mana chamul'a apachicayamu cay cartacta tayta diosninchicpa nunancunacta imanuypa caminaycunayquipapis,Urubu-Kaapor
13173,tikmu'un te 'axop mug nuy 'axop moga' gohet yog xexka xop tu' 'apu 'akuxa nog hok 'apu hampe'apaxe hok hu: “'ate putep xuktux putup” kaxiy pa 'amhok 'amog putup gohet yog xexka tu' ha topa te xa ham'aktux'ax hom putup xayiy ham'aktux ya 'og ham'aktux 'ohnag pa ya topa koxuk mun yog,Maxakalí
5992,haꞌe rami ae avi nhaneapeku mbaꞌeta nhanderete regua kyriꞌi vaꞌeri onhemboyvate reia rupi ꞌra ijayvu petei tata ravijukueꞌi kaꞌaguy tuvixa vaꞌe omoendypaa rami avi mbaꞌeta nhaneapeku voi tata ramigua haꞌe nhanderete regua ikuai vaꞌe mbyte py oi opa maragua teko vai rexa ukaara nhanemboeko kyꞌapa ꞌra tata ogueꞌy vaꞌe omoendy rire oapy avi ꞌra jaikoa haꞌe javi,Guarani
4512,— aha putar imukatu pa ihe nehe kury iꞌi zezuz izupe,Guajajara
14143,gebuje ade iwataxipipiayu o'tujowat ip uk'a ukpibubu dag iboce iwataxipipiayu o'jomog ip jexexecap pe jedipidup ceje dak jebureyu iwataxipipiayu o'jomog ip pedro kapap pe iwataxipipiayu o'jomog ip pedro ekabicuk pe imu'ada am,Mundurukú
10413,jyje habu obiti rare tai tahe riixawididyynykemy rohotinyre kia omo‑o rarybeolere tuu,Karajá
2459,ninoa atokirini kitxakapirika koerekareri uai kreta pokomiriiti auakarini txari: “kreta auakani atipirika misirienetari kakiti maerekati kamakani itxauana kaneenamari itopa auakari atoko ikamana iarinouatana paixonina” itxa iua,Apurinã
17578,xaotyakiyaho iniyalahare xoaha xoare wehenaite xaotyakiyaho ala nikare hoka iniyalahare maiha nikare xini xaotyakiyaho atyo awaiyekehalakatya nomani iniyalahare akiti hiyaiya xaotyakiyaho atyo nexa: “awa atyo hatya xiyehare himaiyase hoka haokene homana” nexa hoka ikoiya awa hatyo hoka maisaiya waiyekehalakita nomani hatyo akiti,Parecis
26913,metindjwynh karo kute o me jao bama jakam ba arym kute ijanor djwynh'yr idjabirma kam ne gar aje ima “jam dja ga te” anhyr ket be mykam bir ba ije ar ama idjabir jarenh gar akapri raxkam ne gar aje ikukjer ket,kayapó
11484,ojewyr are janejararete ꞌga jane muꞌjau aꞌeramu ꞌa jane ikwaapa ꞌga jewyawa rupi ꞌga rerowiaaramu jane jarewau jarejeupia ꞌga rowosou amanu maꞌefera ꞌga naꞌne awau ꞌga rowosou aꞌere imanueꞌemamu jane jarewau ꞌga repejana ꞌga rowosou aipo ꞌara rupi jejui ꞌga ruri ojypa wafukaita wemiayuwamu jane upe ywagipewara ꞌga ꞌwyriara ꞌga nane futat nipo wafukaita nu aꞌere nipo ꞌga jumiꞌaranuu pyi ꞌga nupe aꞌeramu nipo jane kristu ꞌga rerowiaaramu jarewau jarejeupia ꞌga rowosou amanu maꞌefera ꞌga naꞌne ꞌga imonou imowywya ywy awi ywy awi amuꞌe re ꞌga awau ojeupia kristu ꞌga repejana,Kayabí
