index,TEXT,LANG
20309,kyze sesus tasaytsik ty wytyk bo hezok niy tsahoro ty tysukni iwaze ihyrizikubyita hyriziktsa bo tsahoro ty pepetohi niy ipe niy: — zarape siroa inarokoha bo tyzakpikykta tsimy — niy siroa sudeja harere zipehata motsaso iwaze ihyrizikubyrita zarape bo niparak taty hopik hopikby niy atsoko nikozo nizororobaba,Rikbaktsa
19927,quando jesus dizia estas coisas uma mulher da multidao exclamou: feliz e a mulher que te deu a luz e te amamentou,Portuguese
1325,amnepe ma me pahte amnhi kaxyw jejus kot pajamaxper xa ha arigrota a na pre korma akupyn me pahwyr hpox xa ha arigro korma hwyr awry rax ne ta ra hwyr ahtep o mo koja tokyx akupyn me pahwyr wry ne ma akupym kaxkwa hwyr me pahto api jakama kwa ker pu me ari hamar raha ho ri apa jao tanhma amnhi tomnuj to kaxyw ne pajamaxper o: —kwa koja jejus tanhma amnhi to ne jaraha akupyn wryk japer ta kot pa ri a amnhi nhipex ane nhum wry ne tee ri ja ha ixpumu pa amnhi kama ixpijaam tyx ne na kot paj a amnhi tomnuj anhyr ket ne ane hamri ne jejus kama ajamak pe kutep tirtum kaper kot pix ma ri amnhi nhipex mex raha ho ri papa na pu htem kamat kam gor ne arigro jamar pe kama pajamak o panhikwy arigro te kep jejus akupyn wryk pyrak jakama kwa pu me kama pajamak pe kam panojaret raha ho ri papa ne amnhi ne tanhma me omnu xa kute pumunh mex o ri papa te ho poristi kot amnhi ne me kot kam me hkure xwynhje pumunh mex pyrak o jejus kutep tam amnhi nhipex o ri papa na pre tanhma me pahkra hto pu me y ha tam ri amnhi nhipex ta ker pu me ari a amnhi nhipex anhyr o ri papa ne te me pahte arigro ha me pa xwynhje kot amnhi nhipex pyrak o amnhi nhipex,Apinayé
26788,ne kam me krapti:me kot ba djwynhme amiwyr me ku'uw nhym me arym 'yr box nhym mema kum —‍gedja ga me ajo ma ikot abikamenh pram jabej kwarik wanh amidjwynhbit mar ket ne ma amim “djam ba ije amijo kinhma kati” ane dja ba ityk kadjy inho pite'y myn itokry: dja ga ija amijakren aje anho pite'y mynh man prabe ama atokry pyma ket ne ama ijabe ra'a ne ma ikot ajkame,kayapó
6656,pida najoitediniwace me diɡica anoyeloɡodita,Kadiwéu
17150,enexe enore aerorehenerene xowaka nali wisaonita iraiti enokoatare enore nalitare nexa iraehenere wasema: “exe atyo nityani noxiyakawali kalore aihalahalinikijita natyo” wiso terota wasema exe iraiti waiyexe enokoatare xekohaseti jesus kakoa tyairi waiyexe heno wisaonitere xowaka,Parecis
15359,jesus hꞌyyb go tabahapah ba takꞌep rahꞌyyb tatug paawa sa haj nꞌaa wahe nꞌaa tabahadoo hyb nꞌaa ta mab he ka pꞌop tabaseek waee jo sa mahanh,Nadëb
16333,wxa²­kai³­nyhu¹­ah³­lxin¹­kxa²­ ya¹­nxe²­ txa²­wa¹­su³­na²­ kai³­uh¹­nxti³­tu¹­wi¹­ a³­wa²­to²­hi²­ kai³­uh¹­nxti³­tu¹­wi¹­ a²­nu²­a²­ yen³­kxi³­nh²­te²­na²­ ah¹­ kai²­non³­sxa³­ yen³­kxa²­ u³­hu¹­nyhain¹­tu¹­wi¹­ yxan¹­ta¹­ a²­nu²­a²­ yen³­kxi³­txa²­jah¹­la²­ yen³­kxa²­ju¹­nxe²­ yu³­kxan²­ti³­ sa²­sai¹­xi²­hxa³­tain¹­tu¹­wi¹­ nxe³­ye¹­nxta¹­wi¹­ je³­su²­jah³­la²­ ta¹­hxai²­he¹­la²­,Nambikuára
17485,waiyoliniti iyateliti waiyexe enore isa halitini ana  corint xoare nere “enokoa xane” nita exakerexe atyo: hetati exoa ako katyahe hotohare hatyo najikinita eno xeta xane exoa ako katyahe hoka hatyo najikinita enokoa xaneheta hoka enokoa xaihako xane hoka tyotya waikohekoa enokoa xoaha ekaisetya hawenane kakoa maheta,Parecis
21766,piat ewy miꞌi hawyi sapatu eꞌat tokosap hawyi mukiꞌite mytuꞌu eꞌat pe hunete ihotꞌok pe turan tuwat mariaꞌin iesui syp hap kapiat teꞌerahaꞌat hamo,Sateré-Mawé
21527,mekewat awyato tig saꞌag saꞌa­wyꞌi toineꞌen yi tote maꞌato miꞌi hawyi ikuꞌuro hawyi meiuran tuwetem guꞌuro pyi mekewat yi kaꞌa saꞌag iwato rakat kaipyi yt ikaꞌa sasat rakat i kaipyi e miꞌi hawyi yi totiaria yt iesui mohey i haria teꞌe­ru­wa­netup kahato toineꞌen i hawyi e mekewat eꞌat pe — are pai are an ikuꞌuro saꞌa­wyꞌi mesuwat awyato wato tig ewywuat maꞌato mesup tuwe­mo­herep i raꞌyn iꞌatuꞌe aru mekewat meimue­waria yt tupana miwan miaria iꞌatuset pehik i haria — miꞌiria ti waku tukup­teꞌen wuatꞌi eꞌat pe uiwywo atipy pe yt toꞌe i tupana miwan me haria saꞌa­wyꞌi tupana tiwan naꞌyn tomohey haria saꞌa­wyꞌi sese at yi waikiru yt kat i te turan toiwan tomi­moiei­neꞌen wuaria set koꞌi maꞌato mekewat awyato ahiag mohey haria set koꞌi yt wetup i tupana miwan ete e uhepe mekewat atipy kaipywiat tupana ehay moherep hat uhepe uito iuwau me,Sateré-Mawé
905,zakoro to roropa onenetupuhpyra kynexine,Apalaí
24162,ma alcabala pagapacunayqui illaycata licachimay” nil niptinmi juc dinariu nishan illayta upacula jinaptinmi tapula: “cay illaycachu pita cayan pip shutintatacmi apan” nil,Urubu-Kaapor
23410,ma'ise pe'tisome nii nu'kuka'rosa' apeye o'akɨhɨ marire wee masise o'ose purika pe'ti diharosa' be'ropɨ o'akɨhɨ kɨɨ yeere were turia masise o'ose ke'ra pe'ti diharosa' nii pe'tise kɨɨ yeere masi pe'oka'rasa' apeye uuku masitimi'kere o'akɨhɨ uuku masise o'ose ke'ra pe'tirosa' apera yɨ'rɨoro masise o'o'ke ke'ra pe'tirosa' nii pe'tisere masirasa',Tukano
19194,ai ele comecou a se amaldicoar e a jurar: nao conheco esse homem  imediatamente um galo cantou,Portuguese
3681,aituo pilatos aguely jesusram: — akaemo iwentado midataila amyguehonly main-hogubaka ise ama — kely,Bakairi
9144,upe jave jepe nhandejary rembigwai yvay pygwa katu nomombeꞌu jevyi hesegwa nheꞌe nhandejary-pe okiriri pora opyta ohendu rei ojehegwa nheꞌe rei nhandejary nheꞌe raꞌanga mombeꞌuhaty-gwi imbaraeteve voi hikwai ipuꞌakave ave ixugwi upe jave jepe nonhembotuvixairy onheꞌe rei hagwa hese kwery “ijapu voi upe vaꞌe” ndeꞌiry nhandejary-pe “upe vaꞌe kwery ohekomboꞌe vai ne nheꞌe moꞌa omombeꞌu-vy” ndeꞌiry omombeꞌu jevy hagwa nhandejary-pe,Kaiwá
15345,ti mꞌ pꞌop haga do tob nꞌaa yt ha moo hebꞌooh do sa wahe nꞌaa hehꞌaat do kawajꞌaan go tawen sꞌeed hom ta daaj he ta saroor ti mꞌ taky hadoo: —jaam he dooh hyb nꞌaa wat pe ta ky nꞌaa herꞌoot peh —nang mah —be maa napah ne he ta kyyh pꞌop haga do taky nꞌaa rejaa doo —nang mah —nyy da be ha —nang ma pꞌop haga do tob nꞌaa yt ha moo hebꞌooh do sa wahe nꞌaa hehꞌaat do kyyh ti mꞌ sahonh he raky hadoo: —tawꞌaats he tadajep —nak mah,Nadëb
19255,quando porem somos julgados pelo senhor estamos sendo disciplinados para que nao sejamos condenados com o mundo,Portuguese
21090,peteru minapin typuat uito ti peteru aipo­typot iesui eropat hat sese uito uito iesui mipo­ꞌoro miitꞌin muꞌe hanuat ihay moherep hat uito uito ti  ok hap iesui emiit uito iꞌewyte imohey haria napin hat uito aimi­mohey ikahu rakat moherep hat uito hekat kahato rakaria ewywuaria watu­kup­teꞌen katu­pono imohey hap saꞌup iwato kahato hap ewy topy­huꞌat imohey hap kaipyi — uhaꞌyru mohey haria ti eipe uiwa­netup hawe uipyꞌa pe e tupana ahepe miꞌi pote atum yne wakuat ehepe e tupana,Sateré-Mawé
2615,ininia ninoa taparakienatakakaua xesosi sakire auikakani mauikarenikata ipotorikinina apisa iuaikana paoro misakiretana ninoa: —erekari matamatakoti sakirauata atao hinirimanekata kitxakapirika ipaniatari teoso sakire sapiretakari isaia inakori isapiretiniri teoso sakire hinirimanemoni itxari: hisa kakitimoni hisapiretanako ninoa: “hikenakotari nisakire atipirika txamari hinirekari himarotiniri nisakire atipirika hitikari nikamakiti txamari hinirekari hauikiniri nota kaminiri ia atoko inakari” kotxi kakiti akixiniree inirekarina imarotinirina nisakire inirekarina ikenakotinirina nisakire inirekarina itikinirina nikamakiti inirekiniarina itikapitikarina nota kamakiti inirekiniarina atao ikenakotarina nisakire akixinireena imarotaakamariko nota sakire inamanako notamoni ininia nota txikitakamanako ninoa ereka ininina itxa teoso sakire paoro sakirauata iuaikana ninoakata: —ninirekari himarotiniri teoso iokanapirena erekari kakiti maerekani makatxakiko pirena iokanapiretaakapeka xoteo minakonimoni ninoakara auikapitikariko teoso sakire ikara paoro sapiretaaka atoko ninoa xoteoakori sipeka isikasaakina iteene itaparakienatakakauana paoro sakire ikenakotinina xika,Apurinã
17948,kalikini kijiyehena kirakoane wisaonita winaka woinane kakoa imiti xololohare ako wijoita wikamokonasetyakita maisa wikahanere hakitinai,Parecis
15479,hꞌyy ganehot do be parisew tawꞌaats he paawa pooj je ta go be benam baad ub be kanek tii ba ka sahonh he baad dag kanek ky nꞌaa me jesus ma meteek sa hꞌyyb ky nꞌaa tawꞌaats he pooj je ji benam tꞌop ji hꞌyyb tii ba sahonh he ji ha ji moo wat doo ji herꞌoot doo baad dag na-aaj he ti ne he tahanang pe ne ti kanek ky nꞌaa me tehꞌuum doo —nang mah,Nadëb
2300,kona hauikapiri apanakini oerekakiti atao minakati kotxi ikini sereti oerekakori atao minakati auapitika hauiritariko ikinipoko erekari teoso sikakiti sikataparatiniri hakixinire anikakiti isikataparatari aakixinire ininia hauikapiri kakiti sapiretinii apanakini nipokori erekari hixinire ikapani apanakini nipokori erekari hixinire ikapani,Apurinã
1702,no me ate amnhi tomnuj myrape tanhma ixte me anhipex to kaxyw na pre me awyr inhmenh ket ne am ixkukwak ri me atir tum ne me amex raha apa ho apa hpram xaj na pre me awyr inhme pa me awyr wry,Apinayé
11345,—nan tee futat nipo peo peu ywag ipe jejeꞌega renupareꞌemamu ꞌokwara mopoga jee aꞌere nipo je “najeremiayuwa rui pee” je ꞌi etee pe nupe “peꞌje pejewau pejejewya je wi” je ꞌi etee pe nupe— ꞌjau ꞌga ꞌga nupe uꞌama —aꞌeramu nipo pee ꞌjau jee: “orojemiꞌwat ako ore ene pyri ikue oreꞌwyr ipe futat ako ore muꞌe ape ikue” ꞌjau nipo pee jee,Kayabí
10705,jesuisi rarybemy rahudi tahe retehere biu‑o rarybere: —waha wabededyynanamyhe reara ariore watxiwahare wowydyna wadee biwahinyke tai tahe adee wowydyna adee ariwahinykre,Karajá
9346,—mbavaꞌe tipo erejapo uka-ta hese heꞌi jevy jevy oporandu-vy ixupe upe-ma ramo onhemboꞌy-ma oi-vy heꞌi: —pene paꞌu-my ojejavy eꞌy vaꞌe tojapi ranhe katu ixupe heꞌi ixupe kwery hesu upea heꞌi rire ojeayvy jevy ohai jevy ikwa-my yvy,Kaiwá
8508,pedro ty tope jykre kamen mu ha ra tog pedro mre  mre ti mu un gri ja en ti ha ky venh kar tog ag to venh man mu tope jo in krem paꞌi ty salomao he mu en sala ta venh kar ag my tog e ti un gri en ty haꞌ hen ky,Kaigáng
815,ynara tykase erote jezu poko — ahno epurihkane mokyro tosemase ropa mana tykase typoetory tomo a —morara exiryke jamihme toehse ynororo kurakokara kurakako ropa mana tykase,Apalaí
18618,hari ni-makhaniki avakadimoni hini ida baimana kapavakarivahaki-ra avahavini hari'a bana vanana'dohi: hihida baimana deus amovana viaha hojamani'ia koda hida hari'a vanana'dohi bana mahija avarigaravini avarigaravini mani ida avava'ini-ra kosakhamaravini hija deus athi kapapirani haria nava'isohivini: “deus kani ida arabo hahavi araboa hojaki hiki” niki ida athii,Paumarí
426,owoko ropa hkoty ytokose pata pona morotona toytose awahtao ypoetory enyohnoko ase oenese jomiry ekaroko oya mana tykase jezu sauru a,Apalaí
