index,TEXT,LANG
7872,paulova'ea ohoa'ja macedonia pe grecia pe no igwete paulo'ga jesus'gareheve'ga mbuhurukari ojipyri igwete ga ga mbojikohetei jesus'ga rehe ja'javo ga pe aere ga ei ga pe: —‍kiro po ti ji hoi macedoniapeve'ga gwyri pe nehe ei ga ga pe,Kagwahiva
10793,iolo deboinatao ludu tahe irodu rare —kia irumy juhuu rare tahe wiji rurumy rare wahe —tii juhuuu iolo mahaduo rare tii tule ituekre,Karajá
3101,jesus kruz waga iguehoem sakajihobyry aituo myani sodadu domodo jesus nhawadylymo nhadylymo kruz onwa sakajize iguehoem anwa oze tatadaymo myani uguondo simao aga oxiodylymo xidada cirene donro myani maka poji ananobyryem myani odopadyly tiontuo myani sodadu domodo kruz jesus tiankajiho eyam nhananehonlymo — xira kruz saka jesus nhapygue — kelymo myani,Bakairi
8486,ha ve ti jagy pe ha ve ja ag tog nigti macedonia ta ke ag ag jykre ha venh ven je ge ra tog ag my ser ti jagagtar ag nyti ge ty nen u mag tu ag nyti ha ra ag tog ag my ser nin ky ag tog vin mag pe han ja nigti ag jagtar mag mu ra ag ty jerusalem ra jankamy jene sor ve,Kaigáng
21613,piat ewy miꞌi hawyi tuwat raꞌyn ihyemyiꞌa sakpo hawyi mekewat tawa kene­sare e hap wa tote tuwehik miꞌi hawyi itotiaria ikuap taꞌyn meremo iesui putꞌokꞌe hap miꞌi hawyi meremo taꞌatukuap iesui uwe hap miꞌi hawyi taꞌatue­ropoꞌok iꞌahu rakaria kopepyi kopepyi howawi,Sateré-Mawé
1265,pawre kot tirtum mex o mex  tirtumja ahpumunh tyx o ahpumunh tyx ne ukapri ho ukapri ne mex o mex me pahto na pu urak ne a amnhi nhipex anhyr o papa na amrakati kumrex ne me pahto na pahte tirtum jamaxper kot omunh na me pahte hamaxper kot omunh ket,Apinayé
26681,nhym kam me aerbe me ipokri kajma dja nhym me kuni arym omu nam kajma djan ikwa dja myn ma o katon o te nhym me krapti kam no tyn kumex ne abenma kum —‍myj me'o got myjja mex ja'o pumu arkati anen amim —‍e arym ne djam mramri o mex nhym mranh mexja pumu mramri ne kabenkumrex djam kute me axweo biknor ket got mramri kute me axweo biknorkumrex ga kute kam me'oo mex nhym mranh mexkumrexja pumu metindjwynh mexkumrex ane mramri ne jeju kute me axweo biknorkumrex me kute ja mar kadjy ne jeju arym me'o jakryo mex tam ne ja,kayapó
23817,tiitapɨre romano masa wiogɨ masa ya'arare naa wehe dutirare kurusapɨ paa bi'pekukara niiwa toho weero jesu too dɨporo nii'ke keoro wa'awɨ kɨɨ “yɨ'ɨre ɨ'mɨaropɨ tuu moro nɨ'korasama” niiwi,Tukano
24043,natac chay chucaructa cunsintiycunami diospa cuntran imaymanacta nunay-nunay jalutacunanpa jinaman tawa chunca ishcayniyu quilla munashanta lulananpapis chaymi jalutacuyta allacuycuna diospa cuntran jinaman chuya wasinpa cuntran chaynutac lluy chaychu yachacunapa cuntranpis,Urubu-Kaapor
3800,ize tato arala adaidysedonro modo aunloenla ise deus agapa aieholymo igueduomo deus ispirituryam adutuoim ola ise nadahulibamo xuramoem koendapa awyly umela tyigueduo deus aga isemo eyda atoda,Bakairi
2980,atxiiti tximotxio sari hitemoni ininia hapakapariko iua imapikarauatakani ikapani hite sauaki kotxi iua parikauata apiananiri ikapani nota parikauatini atokokana,Apurinã
450,morara exiryke osemazuhme ritonopo poko openetatoko oesekome aehtohme aomipona oehtohkome roropa yronymyryme morara se ritonopo exiryke mame senohne emero ekaroko oya xine mana,Apalaí
18679,hari ija'ari vaipohiki jesu-ra vada vani'a'aha judeus kaija'ari vanava'isohiva abono avigaraha'aha ada jesus vani'abakhiaha: —jesus va'ora akava'ijoaha adani vahoariha cristo hina-ra kahiha deua binagathogathovini-ra kahiha abono-ra akava'ijoava ava akasanakhamakia abono-ra ani'ava — vani'aha,Paumarí
17631,wasema winekonitarenae tyoa nali hoka hairaine kakoa kaxiye mohenahere xawenane xomana xakore hoka maisa wirainexa xema xini nikare tyaonaha,Parecis
