index,TEXT,LANG
14397,deus ma juk adi eymutaybitbin osunuy xipan cuy epeyewekuk eyju ikitpitpiyu buye iam on pit iboam gu jeymutaybin ijudup pe macedonia eipi watwat kug cuk adi epesop xipan ocekitpitpiyu: — big ma juy xipan ip epejukuk — i oceju e'em eywebe,Mundurukú
7937,tupana'ga nomoka'nhymi onhi'igagwera ojiheva'ea pe israelitasva'ea pe oko ga gwembi'ea rupi ahe pokoga ei mariava'ea ymyahu ga nhi'igatui nhaneramonhava'ea pe abraaova'ea pe aere ga nhi'igatui aherakykwepoharava'ea pe israelitasva'ea pe “nane'ymi ji pe pokogi jipi” ei tupana'ga ahe ve “penymymino'ga po ti ji ga pokogi nehe no” ei ga na tuhe reki nomoka'nhymi ga ahe pokoga ga po ti nhande pokogi nehe no ei mariava'ea nhanenymymino'ga po ti ga ga pokogi nehe no ganymymino'ga po ti ga ga pokogi nehe no ei mariava'ea,Kagwahiva
15273,tii ka mꞌ jesus ha hꞌyy kaꞌeeh do an-tijoka ba habok do ramasaa kan jesus ha hꞌyy kaꞌeeh doo judah haj nꞌaa ba habong doo sahonh he ranoo rahajaa do penh ti mꞌ ramejuu beh-nabeh saw-ru daheeh ramahuum ramasa doo jesus ha hꞌyy kaꞌeeh do judah haj nꞌaa ba habong do sa wahe nꞌaa we,Nadëb
21366,putꞌoktoꞌe itote hawyi toto tomotag hap tawa nasare pyi tawa kawanaꞌu e hap kape yi karireia ihyemyiꞌa kawianuat tawa koꞌi kape toto yi sapuru piaria kape yi natari piaria kape toto,Sateré-Mawé
7952,a'ero tupana'gapyrive'ga ei: —‍terekyhyji ei ga zacariasva'ea pe a'ereki tupana'ga gwendu katu nde nhi'igame ga pe nura po ti nde ra'yramo enhimbirekohea pe isabelhea pe nehe ei ga zacariasva'ea pe  ti pemondo inoga gareraramo peja'yra'ga reraramo ei ga,Kagwahiva
26100,ne ga ren ar aje imarkumrex ne ren arym ibamdjwy ma be arym ba ar ama are gar arym aman omu ane,kayapó
18261,vanofiki ida jesu-ra vanaabinivini hari oniaroa judeus kaija'ari vaipohiki maria-ra vanavanavanahaki vanoki'iki ida jesus kabadani danoki oniani ida vakajari'daravini hija,Paumarí
13428,pa' yey ya ham'aktux yanan 'ohnag ha tik te 'amanex xop xat te xe: —‍'ok topa te 'ayaykutnaha' 'ok topa xe'egnag kutok kaxiy,Maxakalí
19422,portanto se o filho os libertar voces de fato serao livres,Portuguese
26127,e arexari kute ngonh nhipex djwynhja ne prine ijo ajke metindjwynh ta dja kum axweo panh gadjwy dja ga amineje tawa pumu nam kabeno ar ijapa ne nam kabeno ar ijapa: ba te kum ikaben mex jare ne te akre nhym ma kabeno ar ijapan kam prine kabeno ijo ajke kam ne ba ama —‍gora amineje tawa pumu ane kam ne ba ama ane,kayapó
11318,amanuawama jejui ꞌga imomeꞌwauꞌjapa aipo ꞌga nupe ꞌe re jejui ꞌga wemimuꞌe ꞌga nenuina: —pejepeꞌaꞌi ꞌga nui raꞌne taporogyta pe nupe etee ꞌjau— ꞌjau jejui ꞌga ꞌga nupe aꞌeramu ꞌga ojepeꞌau mytuna ꞌga nui ꞌua aꞌeramu ꞌga ꞌjau ꞌga nupe: —jerusareg ipe jane oi ꞌawamu aꞌeramu je pe mueaꞌaa jarejuwarete ꞌga jeꞌega momeꞌwara ꞌga nemikwasiarer are— ꞌjau ꞌga wemimuꞌe ꞌga nupe —yma te ꞌa ꞌga kaꞌarana kwasiari jarejuwarete ꞌga jeꞌeg are rakue “anure tamut tejaꞌyra ꞌga pe nupe ꞌjau” ꞌe are rakue “aꞌeramu iaꞌwyreꞌema ꞌga jeraꞌyra ꞌga rerekou tyweaete nipo,Kayabí
24968,natac chay allincata ipanchaycul pasaypi cullucuycul mana allincallacta ashicunatam icha tayta dios suma pinacuyninta cachayculun'a,Urubu-Kaapor
13641,'atep-tup pu ham xexka yog tik max xohix te topa pu ham'aktux nuy pepi' yim tiga nuy gay hok nuy yay manog hok,Maxakalí
9814,moises-pe nhandejary remimombeꞌukwe amombeꞌu-ta: “xe rembiporiahuverekose aete aiporiahuvereko vaꞌera xe rembiereko porase aete areko pora vaꞌera” heꞌi vaꞌekwe moises-pe nhandejary,Kaiwá
9247,—amombeꞌu-ta pee-my xehegwi ojere eꞌy vaꞌe rekoha oga jekoka rehegwa nheꞌe-rami oga jekoka oga pygwa voi mbaꞌegwasu voi oga pygwa oga oiko gwive ndojepeꞌa moꞌai oga-gwi ijekokaha upeixa ave xehegwi ojere eꞌy vaꞌe onhembohekombaraete xe nheꞌe ojapo meme vaꞌe oiko vaꞌera nhandejary oiko ha-py nosevei vaꞌera nhandejary renda-gwi mbaꞌegwasu vaꞌe ramo opyta pyta vaꞌera upe-py xe-vy onhembohekopyata uka vaꞌe-pe amoingo ara tupa xe jary reꞌyi ramo ogwejy ramo yvay-gwi jerusalem hery vaꞌe teta pyahu haꞌe oiko vaꞌera upe teta pyahu-py xe ave xe rekoha tee-rupi ajehexa uka pora-ma ramo ixupe areko-ma vaꞌera ixupe kwery xe reꞌyi tee ramo upea haꞌese nde-vy,Kaiwá
9388,upeixa enterove okaru hygwyata poramba-ma hikwai upei hemimboꞌe kwery omonoꞌo hembyre opyta vaꞌekwe omboyru sete ajakagwasu-py ha okaru vaꞌe heta eterei voi oi irundy mil kwimbaꞌe okaru vaꞌe heta kunha okaru ave heta mitagwe okaru ave,Kaiwá
8082,ky tog ki ran jafa to vi mu  ti ky tog ran mu “ti jijin ha vy: joao he mu” he tog venh ran ki ky tog ag my e ti sir,Kaigáng
9586,ani peiko tei haꞌe kwery heko-rami erejerure eꞌy reheve ne remikoteve oikwaa-ma nhandejary nhande ru,Kaiwá
8103,ha ra tog inh my ki krov ja tu ni ha ky sog katig ja tu ni ky inh my kanhir ky ajag my: “katig je sog ke mu” he ja niꞌ vo inh jykre pijeꞌ isy kanhir ky to ti en ti ky sog jykre regre han tu nigti ge un jykre regre ag ty: “hej” he mu ra ag tog han sor tu ni ge tu inh nigti tope ha ne on vanh niꞌ ha ra tog ki kanhro ni inh jykre pir ni ti,Kaigáng
17078,haiyanai xakore atyo semaha iraiti xekohaseti enokoatare maniya nawenatyaka tahi akiti hoka maisa atyo waiyekehalakere enomanaha hoka hatyonai atyo hanakatise exoahenere ahoti kilihi akereta tyaonahitaha hoka tihanare tyoa hoka iyehitita enonyahitaha kairaityakehenere ihiyeha hoka maotyanehenahititene,Parecis
