index,TEXT,LANG
24298,chay licunawantacmi apachila juc papilta caynu niyata:,Urubu-Kaapor
15053,ti mꞌ pꞌop haga do tob nꞌaa yt ha moo hebꞌooh do sa wahe nꞌaa hehꞌaat do kawajꞌaan go tawen sꞌeed hom ta daaj he ta saroor ti mꞌ taky hadoo: —pꞌop haga do taky nꞌaa reja dak jaam he dooh hyb nꞌaa wat pe ta ky nꞌaa herꞌoot peh be maa napah ne he ta kyyh pꞌop haga do taky nꞌaa rejaa doo,Nadëb
9083,—kivaꞌe tipo “ehupi nde rupa egwata katu” heꞌi nde-vy heꞌi oporandu-vy ixupe hikwai,Kaiwá
258,mame apoto puto peturu tonese nohpo a ynara tykase ynororo —mose roropa jezu maro nexiase tykase,Apalaí
2425,iuasaakipeka kiki ina katimaria iakari mapoa atoko inakari iaria katxioarimoni aake mapotokire taka itxari sika itxari xesosi iatini ikapani —mitxipanikako maiatapari atauako eriasi makatxakatapaniri xesosi —itxana,Apurinã
600,omotoh pitiko —asakoro osema sa kuosenetupuhtohko mana ritonopo omipona ehtoh osema pitiko ae ytotoh sa mana tupima ae ytotoh samo yrome moro ae roke ytotoko ynara exiryke ritonopo osenetuputyry ae pyra awahtao xine tyoro ae ytoketo sa matose zumo ae ytoketo samo moro ae ytoketo ma etuarimaketo esaka ytoko tuhke roropa moro ae ytoketo mana yrome zumokara ae ytoketo orihpyme exiko ma toto tuhke hkopyra moro ae ytoketo mana,Apalaí
3017,koendane ayanmo kaengatuly idataunga xira saguhoem tutuzenrybyry idanara inkaba ise kyiguely jesus odopadyly iray xypyryem itybyem awyly xutuho trombeta ajidyly-ro watay kanu pagaim mok idyly ara kula ise idanara kydadugukeoly inepa kehoem trombeta ajidyly-ro watay jesus einwanni modo iguewatyby kuraem itonzemo todo adaunloenla adaindanrygue kodo iweloem aiehowaze lapyla,Bakairi
5686,ay jaiko axy rire rakaꞌeve ra ipora ete vaꞌe jaupity agua re ijayvua mbaꞌeta po rami xee aikuaa pora: rakaꞌeve ra imara veꞌy vaꞌe nhanemoingoa ma ramo ay jaiko axyague pe “mbaꞌeꞌy vaꞌekue” jaꞌe ꞌra,Guarani
25581,— tane nhere ma to aiba ha isib'apito ha pisutu dama si'apito da taha wa ma to wi apa tirob u wisi wi ma to siteme so tihara za'ra tama iromhuri'wa nori zo ha niha ama sitob za'ra wamha te te waihu'u da,Xavánte
15446,ti mꞌ peed ky hadoo: —tawꞌaats he be hꞌyy kawareem pꞌop haga do we tawꞌaats he jesus kristo had go be ranu gemuun hom ta ti heen nꞌaa tii da nesaa do be hꞌyyb tym go hanang do pꞌop haga do awug hom da tii ba da tanoo da ta sahee be ha —nang mah,Nadëb
25478,tawamha wa ha we dateme imori wa te za oto te te siwi 're da'awe'o 're ihaimana u'asi mono ha da te 're izaze za'ra mono o wa tawamha ari'iwi te za 're dasi'ubumro da te 're izaze za'ra mono o na da te dasiwi 're uda waihu'u za'ra mono o wa za,Xavánte
4333,— urezar aze uker e upa aꞌe nehe aꞌe rupi ikatu putar aꞌe nehe uruꞌe izupe uzeꞌeg zezuz urewe imano haw rehe nuzeꞌeg kwaw iker haw rehe nurukwaw kwaw imano haw rehe izeꞌeg awer ure — iker haw rehe izeꞌeg aꞌe uruꞌe izupe,Guajajara
19575,pedro perguntou: senhor estas contando esta parabola para nos ou para todos,Portuguese
13397,tu hokmam xop yog hapxop pop tu' xupxet tu topa pu ham'aktux puyiy tikmu'un hampe'paxex ya' max topa te yog hapkummuk miy'ax yanan xexkap-tup kaxiy,Maxakalí
23325,toho weera yɨ'ɨ akawerera mari jesu cristore eho peora sara paramera nii turiara nii' da'ra ko'tego paramera meheta nii' sara makɨ kɨɨ pakɨ yeere ye'e'karo weero nohota mari o'akɨhɨ kɨɨ po'rare o'oatehere ye'erasa',Tukano
26868,urkwama o ten o wadja nhym me omun kam kangangan abenma ajkwa momoko kumex ne —‍djijak me axwe'yr ne mon wadja ane djam tawa mex ane,kayapó
10540,arybe‑di tiiboho biobitinyke tai ahoro mahadumy rarekre arybe dori obitityhy rare,Karajá
26147,mykam me a abenma anhyro ba bir metindjwynh kute kra mexo 'ityxo kute me kuni rer mexkam nam me kute metindjwynh'a amim “kra punure” anhyr me ta ne me kra punure nhym be metindjwynhbit ne kra me:xkumrex nar nam me kute “'irerekre” anhyr me ta ne me 'irerekre nhym be metindjwynh 'ityxo kute me rer me:xi,kayapó
20154,deus kiristu zihyrizikpowy o katukytsa deus wasania ty botu ahabo iktsaso ana bo hi mytsatyziutaha jatuba tu ana wasaniha humo tsikspirikpokonaha anaharere bo hyy tsikykaranaha iwa ahasopyk anaharere deus wasaniha iwatsahi anaharere bo zuba hyy tsimykaranaha anaharere humo hi deus pahaoktyhyryk usa harere humo ka deus ba zimyokty deus harere humo hyy ahabyi zeka batu deus tuk zikopykyk deus wasaniha humo zuba pahaoktyhyryk,Rikbaktsa
19572,pois quando alguem diz: eu sou de paulo e outro: eu sou de apolo nao estao sendo mundanos,Portuguese
9307,hesu oiporu temitygwe rehegwa nheꞌe ha upe ary-py hesu ose oga-gwi oho-vy oho yugwarusu rembe-py ogwapy omboꞌe hagwa,Kaiwá
4780,uzeꞌeg zezuz izupe — awara uker oho ywykwar pupe aꞌe wa wiramiri uker oho waity pe aꞌe wa no ihe awa taꞌyr ihe naheta kwaw heker haw ihewe ihe naheta kwaw tapuz hepytuꞌu haw ihewe ihe iꞌi izupe,Guajajara
20087,— iwaze jobo iktsa iky deus tahyrikoso amytudu wata inasikze iktsa iky amytudu sesus papyry bete inazoze ikozo sesus deus zipehata kahyrinymyreta iwatahi ahabo: “sesus deus tse babata tsimysapyreta izikwy tsizubarena” iwa ikiahatsa bo mykara — niy,Rikbaktsa
18597,hari va'ora okavarajomiki adani jesu-ra vavakaijokaka'oaki bavi kaidivakia deus viaha jesus kaija'ari vaabono vanasohiha; hojai asohiriki-ra vakava'ipahinika'oaha; ija'ari bavi jahaki kaidivaki fori vihiha deua khai bini'aki ida ija'ari hojani hiki deua binofivini kamahini ida ija'ari kidibadani danoki bada ni'ani hija kaimoni binagathogathoki ida ija'ari hojai asohiriki-ra kava'ipahinika'oa'iki hojai jahakia kahojaini mani ida deua bianivini hija kidibadani danoki binamonahaja kaimoni jahaki ida ija'ari hojai jahakia kahojaiha'oadahani deu-ra naviahanokhavini kidibadani jahaki bada bini'aja kaimoni,Paumarí
