index,TEXT,LANG
7824,ga rerovahemame ojiupihava rehe ga ojatiy'varimo ga rerohoi he'yjuhuve'ga hugwi onhimboahiheteve'ga hugwi topyhygahayme ga ga javo a'ereki ga ohoohoji ga ndeviri ohapukajahyavo pejuka ga javo novia,Kagwahiva
24621,chaychumi ulucunata wancacunata apalcachaypa: “¡nitilcul pacaycalimay tacunanchu tacu diospita chaynutac uwishcapa pinacuyninpita cananmari jatun muchuycachinan muyunca chamun mayanlla awantaycunmancha” nil nipacula,Urubu-Kaapor
1407,na pa pre kri ho kama menijaja kot amnhi kra hpro ha me ama me hare ka prem inhma nhum me akwyjaja kam ja mex ne nhum me akwyjaja tee ri ja kukama ajamaxper no memo kaxyw na hte menijaja amnhi kra hpro e kot paj ixpri ha me ama ja jare ka me inhma na tirtum kep kris jamar xwynh nhum kris kep tirtum ma me inhmyje jamar xwynh no me anijaja me amjen kep kris ma me ajamar xwynh na hte menijaja ohto ne ra me mjen a amnhi to amnhirit kaxyw amnhi kra hpro ne ri pa no me inhmyjaja na pa htem a amnhi nhipex anhyr ket ne na pa htem amari ixkra hkenh ne ixpa,Apinayé
16486,ja¹­nxe³­ju³­kxai³­lu²­ a²­nu²­a²­ wan³­txa²­ a²­hoh³­lxi³­su²­ te²­na²­ kai²­nxa³­ha²­kxai³­ ha³­teh³­nxa³­nxa²­ u³­wha²­li¹­txa³­nxai³­ta²­ i³­yau¹­u³­te²­su²­ te²­na²­ kai²­nxa³­ha²­kxai³­ a²­nu²­a²­ a²­hoh³­lxi³­su²­ ha²­kxai³­ i³­ye³­i³­yi²­lhon¹­ta³­kxi²­nyhu¹­te²­su²­ te²­na²­ kai²­nxa³­ha²­kxai³­ nxe²­na³­la²­ txa²­wa¹­su³­na²­ yen³­nau³­a¹­: — kwa²­toh³­lxi³­jau³­xai²­la¹­wi¹­ yuh³­xai²­nan¹­jau³­xa²­su¹­ txa²­wa¹­su³­na²­ nxen³­ta²­wa²­,Nambikuára
25590,wa ha wa to ama 'mada to sena wa aima rowasu'u za'ra wa'wa o ha 're ihaimana u'asi mono 'ra — ane te dama wasu'u zuwa batita ha,Xavánte
14101,imenpuye fariseuyu o'jem yabewi o'jewede ip jesus xewi o'je'awero ip herodes ebekitkit eju- -judeuyu kukukat ebekitkit eju o'jewawe ip jesus aoka am kapikpig sabado kabia be buye jesus o'ju iodi wabu be jeweju etaybitbin'ukayu eju- -galileiadi wabu be,Mundurukú
26687,kum idjapenhkam ne ba kritu kukwakam myjja pumunh ket kumex nhipex kritu kukwakam ije myjja nhipexbit dja ba 'a amijare me bajtem kute kaben mar ne kot amijo ba kadjy ne ba mema kaben jare na bam mema kaben jaren kot myjja kwy nhipex nhym me arym omu omun arym kaben man kot ar amijo ba metindjwynh karo 'ityxkot ne ba myjja pumunh ket kwy nhipex ne me punuo mex nhym me karo punu meo ba ba me neje me ano nhym me arym mema ire na bam myjja pumunh ket kwy nhipex nhym me te kute marma kam no tyn kume:x ne arym metindjwynh raxma kato ba kam kaj be mema kritu'a ujarenh ny jarenho iba: djeruxarekam arenho iba:n amu apynh pykakam me ba djari kuni kot o iba:n o inhipok ne ne arenho iba:n arym pykabe irrij'yr arenho box,kayapó
20956,duabohotsa perytsitsa sisopyksapybyikitsa soho humo nitsasoko iwaze sesus myzubaha bo nipamykysokozo waratok humo nikaranahatsitsa soho nitsasoko iwa nisihyrinymyryky atahi: — maku estuba duabohotsa nisiparikik nisiparikikze jokarawytsa ty okehyry okehyry niy ihoke ziuku anaeze kytsa duabohotsa tsik nisipypyrikiknaha iwaze tsihitsa jo bo isparik ziziki anaeze ziperykykta duabohotsa nisisukparaka waratok tsihitsa niparakze kytsa pe: “utakta mu nokponi mokuru ikiahatsa duabohotsa tysiperynaha tsapukte buruk kaperytsa humo duabohotsa ty ahabo nyny my” niy yhy niaha iwaze tsihitsa meky botu itasapy,Rikbaktsa
12321,warayoꞌkon porcoyamiꞌ piꞌ teesenyakaꞌmasanonya miriri eꞌkupi eraꞌmaꞌpi miriri yeꞌnen inkamoro eꞌtirikaꞌpi moropai toꞌ witiꞌpi cidade pona miari miriri tineramaꞌpikon ekaremekiꞌpi toꞌya tamiꞌnawiri moropai inkamoro asakiꞌnankon warayoꞌkon imariwaꞌkaꞌ pe siꞌsan esepiꞌtisaꞌ yekare piꞌ niri toꞌ eseurimaꞌpi,Macushi
14444,gebuje jesus o'jekawen jeweju etaybitbinayu eju — oweju jeku pin pima eywekay ma eyaguyba'um cuy; eybu'um gu dak cuy eye'u am owebeam; wa'o dag tak cuy epeku — io'e cebe ip,Mundurukú
21757,pyno waho­ꞌopot hap kaipyi miitꞌin iraniaꞌin minug saꞌag kaipyi aiꞌa­piheg hap mesu­wa­ro­tiaria piat hap kaipyi tupana tikuap sio aito iesui mohey haria sese sio yt hap sio aito imepytꞌin sese aito sio yt hap pyno saꞌa­wyꞌi ahaꞌag tupana miꞌi hawyi waku pe aito aipueti aheineꞌen wuatꞌi eꞌat piat hamo maꞌato aikota aru iraniaꞌin meimue wuaria yt sehay wakuat iesui etiat yt kyꞌesat i haria ete aikota aru miꞌiria ete kat som aru tupana tunug miꞌiria ete yt tomi­ky­ꞌesat nug neran i haria ete taꞌi miꞌiria ete poꞌog poꞌog saꞌag topy­huꞌat iꞌatuepiat hoꞌopot hamo mesuwat rotiat hoꞌopot hit iꞌatuepiat hap kaipyi hoꞌopot hap te topy­huꞌat wuatꞌi eꞌat pe iꞌatuete,Sateré-Mawé
9953,upei heꞌi jevy judeu kwery-pe: —ha myamyri moises omombeꞌu vaꞌekwe hesu rekora: “xe ramigwa omoingo vaꞌera nhandejary inheꞌe-py omombeꞌu vaꞌera pene paꞌu-gwi omoingo vaꞌera petei vaꞌe omombeꞌu vaꞌera nhandejary nheꞌe-py xe moingo hagwe-rami omoingo vaꞌera pehendupa ete vaꞌera hemimombeꞌura gwive pee-my,Kaiwá
19806,jesus respondeu: voltem e anunciem a  o que voces estao ouvindo e vendo:,Portuguese
14089,agoka watwat ijebit e'uat o'tujowat jesus kay ixexecap pe ixe ijebit e'uat o'tujowat ip jesus itaybit o'e cekay itabut ip iam imenpuye o'jekawen ijebit e'uat pe: — a'ocam cuy — io'e cebe — ikereat kuy oju'uk ewebewi tapu iboap ikereat kay gebum gu oce i'uk puje — io'e — pug em tak ka'uma — io'e- -jesus o'e ijebit e'uat pe,Mundurukú
5082,— haꞌe rami tei ombaꞌeapo vaꞌe kuery taꞌy oexa vy aipoeꞌi joupe-upe: “pevaꞌe ma uvaty jara ete jajuka teve uvaty nhandevy ju opyta agua” heꞌi okuapy,Guarani
11568,aꞌeramu jejui ꞌga ꞌjau ꞌga upe: —maꞌeramu ene ejua eporonupa ee jee nu ki ꞌei mamaꞌe esagerete are ki ꞌei— ꞌjau jejui ꞌga ꞌga upe —janeruwarete ꞌga etee futat esage maꞌea “ene ꞌa jarejuwarete ꞌga ꞌjawewara futat” ere te jee— ꞌjau ꞌga ꞌga upe —ywag ipe eoweramu mamaꞌea eapo ꞌga jeꞌeg imu etee moisesi ꞌga upe ꞌga remikwasiarukarer imu etee— ꞌjau jejui ꞌga ꞌga upe,Kayabí
22330,tiya uha koeti xane hako motova yokovo ne po'inu uti xoko kristu tiyamaka ituko'oviti koanemaka natina uti,Terena
10339,kaiboho dori iny rarosonatyhy inydeysana iny biu‑o hena inynyry jesuisi oraru‑ki atxitenyte tii dori kanake kaiboho ixityhydyynao heka toimahate,Karajá
23188,apera jesu cristore eho peora o'akɨhɨ ni'kɨta niisere ayuro masi yɨ'rɨtisama naa too dɨporopɨ masa naa yee'karare eho peo'ke bu'iri toho niisama toho weera ni'karoakare tee di'ire ba'ara a'tiro niisama: “teere ba'ara masa naa yee'karare eho peora wee'” niisama toho weera eho peo tutuatira ba'ara bu'iritira tɨ'o ya'asama toho tɨ'o ya'amira toho ba'aka'sama tee me'ra naa wakusere dohore'sama,Tukano
15226,rababok do ha ji hꞌyy ganang sa ha ky nꞌaa hahyyh ti mꞌ jesus ky hadoo: —baad be hyb nꞌaa mataka pꞌop haga do ky nꞌaa rod oow be rawanadii hyb nꞌaa bꞌee anyyw is do hadoo kawanajaan do hadoo da rababok be mahang jꞌooj madak doo me tii tꞌop sa hꞌyyb go tabanasꞌaa bꞌee hekꞌook do hadoo tii,Nadëb
5828,haꞌe rami vy ae ojeupity ipara re oi vaꞌe: “abraao ojerovia nhanderuete re haꞌe ramo ojeroviaa re omoi teko pora” heꞌiague ipara avi oiny: “ixupe ‘nhanderuete iru’ ꞌea”,Guarani
4929,pezeꞌezeꞌeg peiko pezeupeupe nehe zezuz tur awam imumeꞌu pa pezeupeupe pezemurywete kar pa nehe pezeꞌezeꞌeg wiwi pezeupeupe nehe tur awam imumeꞌu wiwi pa pezeupeupe nehe pezemurywete kar wiwi pa tuweharupi nehe pawru uzeꞌeg ikatu maꞌe iapo haw rehe aꞌe kury herywyr wa hereinyr wa uruzapo kar putar ko maꞌe peme ure nehe kury — pemuwete katu tupan zeꞌeg imumeꞌu har pepyr umaꞌereko maꞌe pe wa nehe taꞌe tupan wexaexak aꞌe wa xe peneruzeꞌegar romo aꞌe wa xe pemuꞌe kar pa wanupe aꞌe wa xe pezekaiw katu wanehe nehe no pezamutar katu pe wa nehe no taꞌe umumeꞌu tupan zeꞌeg waiko peme aꞌe wa xe pezeamatyryꞌym zo nehe,Guajajara
1886,ne ha pahkinh ne ne kam hihtyx o hihtyx a hare te me kot axpen ma me rer xwynh kot amnhi nhipex pyrak jao me pahte amnhi tomnuj panha amnhirer xwynhta te kep myja pyrak ne me kot hkot amnhi nhipex xwynh piita te me kep nija pyrak ne te me kot axpen ma wa rer nhum wa kot axpen kot pa ho pa pyrak o koja me amnhi nhipex ne te me kot mjen ma xwynh ma e mex jakare nhor nhum kot hagjenh pyrak ne e mexja te me kot tam amnhi nhipex xa pyrak ane,Apinayé
