index,TEXT,LANG
18818,hagihia vararahi ida trigo 'ba'dani igitha vaha'ihi onivani fori vihira adani ija'ari vahoarahanana deus athi-ra vakamithaki hari oniaroa khaki ada jahari deus athi-ra anihavini va'ini bodinia oniani ida deus athi-ra vakava'i'birinivini hija,Paumarí
14678,pugpug itabucayu'in e'em: — cug ma wuywebe deusbaroyu wap ienmog'ibiten o am — iimenpuye soat en o'om ip warara'acayu bit e'em: — cug gu wuywebe ibiat en o am — iimenpuye ien o'om gu ip- -kadai o'om aca ip,Mundurukú
8489,ky sog kyru ag jyven sor mu ajag my sog: “un sanh ty ajag my nen u to mu en han ni” he sor mu ky sog venh kar jyven sor mu ge venh kar my sog: “jagne to e he tug ni” he mu “jagne ki rir ha han ni jagne my nen u ha kar han ni” he sog mu tag vy ran ky ni tope vi ra ki ha me “tope vy u ty jagne to e he mu ag kato te ti ha ra tog u ty: “un si vy ty inh ni” he mu en to ha ni” he tog tope vi ra ki ha ky vesy un mag han sor tug ni,Kaigáng
24923,quiquiqui-pula cuyanaculcay allaycapacushayquipipis uyalipaculanquim: “quiquinchic-pula cuyanacushun” nil yachachicuyta ama-ari supaypa nunan cain shullcanta wanuchicanu'a cayashunchu imapitan wanuchila quiquinpa lulaynincuna mana allin captin shullcanpanatac allin captinma,Urubu-Kaapor
13366,ha' mog tu moktu moxaha xamanit tu' tu topa tu' xak puyiy yay koxuk nu'kutna nom tikmu'un hah homa xix honha topa te yay koxuk xe'egnag nu'kutna hok xamanit yog tikmu'un hah pa konag hap-tox pix puxehnag 'iha yeyox ya yay xuxya 'aktux ha pet xix yoam tep-tox yimu' yim xex ha topa te tikmu'un ha nu'kutnaha yay koxuk xe'egnag,Maxakalí
3607,ayanmo kaenkaguyly kuru ola deus aga amyguehomoem inepa ayanmo ugonotondoem,Bakairi
9174,maꞌera po ndereiporiahuverekoi ne iru-pe oroiporiahuvereko hagwe-rami” heꞌi upe gwembigwai-pe,Kaiwá
4585,tuwe teko paw wiko neremiruzeꞌeg romo wa nehe taꞌe wanuwihawete romo ereiko ne xe nereko haw pe har uzapo neremiapo putar haw aꞌe wa tuwe ywy rehe har uzapo neremiapo putar haw aꞌe wa nehe no,Guajajara
5621, — pendepyꞌa re toi eme ndaꞌeveia pejerovia tema nhanderuete re xere avi tema pejerovia,Guarani
24768,chaymi israel cashtacta pushaycamuyniwan israel cashtamannuy muyuycu chaynutac camachicuyninpa maquinchu cawsacunata pushaycamuyniwanpis paycunamannuy muyulcul cawsa chay camachicuypa maquinchu mana cayalpis,Urubu-Kaapor
9224,upeixa jaiko-ma nhande hesu reroviaha vaꞌe kwery cristo rete ramigwa nhande upeixa-gwi jaiko petei tei hete rehegwa-rami,Kaiwá
17879,exoa hoka kinatyaxa kawiyatya: — wenakalati kalorexe babilonia kamawenekoaretyakeheta kalikini atyo tihanare isekohaliti ewaxirahare tyaonita enakoa exahe xoalini hare kotehala kaiyalaharexe taita tyaonita hatyo wenakalatyaose hiyaiya isa haolone vinhoxa waikohekoa nihatyaka tyaoniterenai ana exahe aiyatolotyoa exahitaha iniyalahare tyomaha maheta hatyo akereta xekohasetinai koxaka iniyalahare tyomaha hatyo ohiro kakoa exahe xiyehaliti betetyaseharenai kaoloxere kaxiyeharexe tyaonaha enawenane ewaxirahare hiyeta — nexa,Parecis
3524,pyma domodo aguely kyzeinwane pyma domodo aguehobyry einwantaunga uguely idanaraam idanara pymado pymaem awyly arala deus ize awylygue deus ara izepa watay pyma lapeba taise awylygue idanara pymado pymaem awyly deus aguehobyryenla awylygue,Bakairi
