index,TEXT,LANG
17566,enore atyo xaokanatyakalati iraiti cristo isa womana hoka wiyakaihenere xihiye atyo exe: enore atyo xaokanatyakalati maisa makaliroti aka ihiye,Parecis
6936,odaa niɡida micataɡa daɡa ejanaɡatiwaɡajitiwaji lolagi liwigo aneotedoɡoji odaa ejimele me jibaɡatege ane jopooɡatibige ane icoɡoticogi makaamitaɡatiwaji micataɡa niɡina ane nopilaɡaditedio lawodigijedi,Kadiwéu
18455,hari hojaki ida ija'ari abononi niha nini hahavi hihavija kaimoni ida ija'ari ija'ari sa'ani kabadani fori hirihi ida 'damani kabadani ija'ari nokhoni 'ba'dani kabadani fori hirihi ida moroboni kabadani,Paumarí
25884,ta ha te oto ti'ai ama 're haimana 're ihaimana u'asi mono mreme na isisi ha tazaha 're ihaimana u'asi mono zadawa para te te ro'apoto mono nhere ro'apoto mono 'wa na da te waihu'u za'ra o di tisire zudezu nori rob u ma to wei mo tane nhere so 're tob'uzu za'ra mono o di ta nori ha,Xavánte
11036,—ywaga nipo ateepawamu futat ywya nane nipo ateepawamu futat nu aꞌere nipo jeremimomeꞌufera nateepawaꞌuweri futari jeꞌeawer imu etee futat nipo aipoa ojeapou— ꞌjau jejui ꞌga ꞌga nupe ikue,Kayabí
7294,ojipeva'ea rembikwatijara e'i no: “judeus'garuiva'ero ti pejoryjory tupana'ga remimo'ehara'ga pavei judeus'ga pavei” e'i aherembikwatijara,Kagwahiva
22303,yane ho'uxoanehiko erodi ne uha koeti tutihiko inuxinoti judeu ho'eke yoko'o ne ihikaxotihiko ya ho'eke ina epemo'ikoahiko koeku yuho porofeta mekuke ipuhikokumo ne mesiya enepone pahoe ituko'oviti koiteovo xane,Terena
6510,odaa ja ipeketedeloco libaaɡadi naɡajo iwaalo odaa ja ici naɡa dabiditini odaa ja doolaɡa yoe liweenigi jesus,Kadiwéu
497,kura zuzenu erohtoh poko mame seromaroro jytoryke ropa ase otuarotanohtoryko ase jenehpohpono a ytoko ropa ase “aza ytoko ma” kara matose ya jytory poko turuse ya oexirykoke emynyhmako matose,Apalaí
14993,imen e'em deus ekawen tup: “cekay itabucat soat em icokcok jeenuy jetabucap kug” i imen judeu judeu'umat co'i deus xe jesus cristo soat kukukat- -judeu kukukat judeu'umat kukukat tak imentak ixe soat em xipan soat kug- -“obuywatwan cuy eguy” i'e'em cebe iayu kug- -judeuyu kug judeu'umayu kug tak imen e'em deus ekawen tup: “obuywatwan cuy eguy ocekukukat” i'e'e'ukayu idaxijo- -soat ip idaxijo i,Mundurukú
16361,yain³­tu³­xa²­ a²­si³­yxau³­tau³­khai³­xa²­ i³­yau¹­u³­jau³­su²­ nxe³­nxa²­ha¹­te¹­ i³­yai³­nain¹­tau³­a²­ je³­su²­jah³­la²­ yain³­txa³­nu³­xai²­na²­ wxa²­sa²­so¹­sxa³­ txa²­wa¹­su³­na²­ i³­wi¹­lxon³­kxi²­si¹­jau³­xa²­ i³­ye³­kxi²­san²­sxa³­ wxa²­nau²­lxi³­sxa³­ a²­sa³­wi³­ha³­lxa²­ u³­hu²­xai³­ain¹­ka³­tu³­ i³­ye³­kxain¹­te³­nah¹­lxi¹­: — yain³­tu³­xai²­li²­ txa²­nu²­ai²­ ya¹­nxna³­li¹­ so¹­kxi²­sa²­sxa³­ yain³­jah¹­lxi³­he¹­li¹­ ta¹­hxai²­he¹­la²­,Nambikuára
24363,natac lulawshi-masi timoteopis malca-masi luciopis jasonpis sosipaterpis limaycalimushunquim,Urubu-Kaapor
3702,— tala mara nady ewy tyguyreim duaxi ihuguewadyby ago taise wane newiseba ola tuahuze mara tyguyreim awylygue tala lapyla ara deus itaumbyry idataynrim modo deus tainwansemo wane xira onro anaym adienkyly modo waga kula ola aseguadadylymo toenzepa adype taidyly kula toenzepa tydinherugadyly kula wara ola ize atomo kurado tohoguedyly kula ize atomo awylygue deus nhenananehonlymo deus itaumbyry nidapyra iwaga napaunzebyra wara idylymo deus waga anguyram aguepa idylymo wara,Bakairi
9522,ha judeu ogwerovia eꞌy vaꞌe katu ombopoxy judeu eꞌy-pe inheꞌe apo-vy hesu reroviaha-rehe onheꞌe vai rei cristo kwery-rehe upea-gwi upe pygwa ndaijaꞌevei-ma cristo kwery-rehe ha hesu remimondo mokoi vaꞌe are joty opyta upe-py oiko-vy ipyꞌagwasu reheve omombeꞌu nhandejary nheꞌe oiko-vy nhandejary-rehe ojerovia-gwi ndaikyhyjeiry voi: “nhandejary ko nhande rexakwaa rei vaꞌe” heꞌi ikyhyje eꞌy reheve ha nhandejary oipytygwo voi ixupe nhandejary nheꞌe-py hembiapo pora hexapyra-rupi inheꞌe-py nhane rembiexa eꞌy vaꞌe ojapo upea-gwi: —anhetegwa nipo raꞌe inheꞌe heꞌi upe pygwa,Kaiwá
222,oezuruko ononepyra ehtoko katopopyry poko jezu a mame ynara tykase jezu eya xine —naparina pitiko saerehkane zukaxipo onyripyra sytatose mukuxi mitaka onyripyra sytatose epehtoh zopikoxi roropa jarao roke tyriko sytatose kae apo pona saerehkatohme oehketo zeipotohme toto osenuhmatohme roropa tykase ynororo,Apalaí
15642,dooh jesus takꞌep hyb nꞌaa jawyk do hꞌyy gajee hom ba ji ha tamoo wat ne he ji ha taky dang doo be da tahꞌyyb hejꞌoonh be neret hyb nꞌaa ta ha be hꞌyy kaꞌeeh doo be da tamo nꞌaa jesuu nesaa do yb mahanh be aa ky daheeh jesus anꞌoo ba aa hapah be moo boo hadꞌyyt ne he be ha aa mejuu doo,Nadëb
