index,TEXT,LANG
19376,por que os senhores acham impossivel que deus ressuscite os mortos,Portuguese
6717,jesus diiɡaxinaɡatetece ica anodaaɡee modeemitetigi saabado ica noko me saabado jesus ijaaɡijo anodiotibece oyakagiditeloco ica nixoɡotagi leyeema noɡoyakagiditeloco odaa niɡijo anodiotibece joɡonotegi ligecidi leyeema onolagilatedi oyeligo,Kadiwéu
10411,tahe kia nonoe wetyky tyre‑ki ronyreri tahe rexidelenyre riororerihe riwyrehe ibutumyhe aona aona riwyre tahe ributunyre,Karajá
16961,yxan¹­ta¹­ jah¹­lai²­na²­ wan³­txi³­kxai³­lu¹­ i³­ye³­kxain¹­te²­an¹­jau³­kxai³­lu¹­: — o²­lhxa³­ i³­wa³­jah³­lxi³­txa³­he¹­ni¹­ je³­su²­jah³­la²­ na³­sa³­re²­thi³­na²­ ton¹­jah¹­la²­ ju³­te²­a²­ nu³­ka³­txa²­ hi³­sa³­ka³­txa²­ i³­hxi²­ki¹­la³­kxi²­sxa³­ i³­ya²­lu¹­kxe³­su²­ jah¹­la²­ an³­ten³­yah³­lxi¹­nxi¹­ yxan¹­ta¹­ jah³­lai²­na²­ ka³­ten³­su²­ i³­sa²­yxau³­xi²­na²­ni¹­ hai³­txi³­ ti¹­nan²­ta³­ he¹­ti³­he¹­xai¹­nxa³­xi¹­ te¹­nai²­li²­ hai¹­kxain¹­te³­nai¹­ti²­tu³­ni¹­ i²­jah¹­lxi³­he¹­ni¹­,Nambikuára
3740,xygatyby modoram podo egameyby wara yapaiguelymo: “tawala jesus einwanni modo xygatyby enadoram ietyby podo nhadyly tawalapa” myguelymo awara waga ise iwera aurudylymo kura jesus einwanni modo einwantanry modo takaze deus waga kiuntuly tamaynela ola kine sawoem kipyra kitoem sawoem kidyly-ro watay ize kydato kula aguienkyly kagonro modo kienmawyadabyra kura cristo eynyna kypemugu kinwynedyly watay ola deus ize ato imaem lelala anhetomoem adyenehonze kura,Bakairi
259,—amarokoke onokyme roropa jekaroko matou tykase jezu eya xine typoetory tomo a,Apalaí
11391,pereko tywet kasi ꞌga ne pejejewirera ꞌjawe futar iki peporogyta ꞌga nupe ꞌga nerekou tepeesak ꞌga jekatuꞌoga ꞌjau,Kayabí
4816,umeꞌegatu pawru aꞌe kury zutew waneruzeꞌegar wanehe aꞌe kury uzeꞌeg wanupe — herykyꞌyr wa herywyr wa izypy mehe arer we te ko ꞌar rehe aruzar tuwe tupan zeꞌeg teko ihe nahemaranugar kwaw izuwi ihe iꞌi wanupe,Guajajara
5186,pendeko pora merami rive vaꞌe yvy haꞌe yva re pemaꞌe vy peikuaa ꞌra mbaꞌemo haꞌe rami vaꞌeri ndapexa kuaai ay oiko vaꞌe mbaꞌe re tu ndapeikuaa potai pendejegui ae haꞌevea rami peiko agua,Guarani
12577,miriri yeꞌnen apiꞌnikon umaimu ekaremeꞌnenan yarimauya kupi siriri warayoꞌkon epuꞌnenan moropai yenupatonkon tiise inkamoro yonpa wiiyaꞌnikon kupi siriri moropai tiaron pokapitiyaꞌnikon kupi siriri pakiꞌnan pona moropai tiaronkon poꞌpitiyaꞌnikon kupi siriri epereꞌnitoꞌ yewiꞌkon ta moropai toꞌ pokonomayaꞌnikon kupi siriri toꞌ patakon cidade kaisari,Macushi
18441,oniaroa ka'damahana ibavini kania avikha'aha adani pedro 'bamina khama vaki'daraha'bamakhama'aha pedro 'bamina jorakia ki'darahana ovari miro'a kaikahi'aha 'dama kania,Paumarí
8548,kanhka ve je eg tog ke mu ha ve tag ki kanhro sog ni ha me kanhka ta tog ser pe tinh mu ta eg tog ty un mag nytinh mu ky eg ty uri ti tugnin jagagtar mu tag vy ty eg my nen u tu pe nigti eg ty ty un mag ninh ke to jykren ky,Kaigáng
14253,wuyetakoma juk adi ajop deus kay deus pit wuymuwexat jebureyum wuywebeam ipot oe'u buye gasu bit cristo waram itait o'e deus wuydaxijo cristo itait puye wuyju ibureyu buye dak,Mundurukú
22197,ina kixoa'ikomaka peturu: —‍akomo kalihuina kipehevexinu itea hara kixopa jesus: —‍enepomo hakoti ngipohevexopi akonemo omotova hekinu,Terena
21487,miꞌi hawyi toꞌe temiitꞌin sese pe  ok takaria pe — eipe apo iꞌewyte raꞌyn uiꞌatoiat reran iraniaꞌin ewy e,Sateré-Mawé
15989,ti mꞌ jesus ky hadoo sa ha: —be hꞌyy ganahꞌood na —nang mah,Nadëb
7369,jesus'ga ra'oa ojirojijyi aherovaki aere seis okirire jesus'ga ga nderohoi ojupi pedro'ga tiagova'ea reheve joao'ga reheve no joao'ga ko tiagova'ea iru'ga jesus'ga ga nderohoi ga nderojiupia yvytyruhua arimo yvateuhuva'ea arimo ga tehe oko pevo a'ero jesus'ga pavei,Kagwahiva
26564,mramri ne me abenma —‍dja gu me jejukot batyk jabej kot ajte batin,kayapó
13874,ha yeyox te: —‍honha tikmu'un te yaytaha' pa topa te yay yog tikmu'un xexkanap-tup pu tu hi 'ap kux'ah hu yaytap-tup 'ohnag,Maxakalí
25300,tawamha daro mono ba te za oto dasiwi romnhitom ni da te dasiwi romnhito wamha te za 'ri nho'u ha dasiwi ubu ni 're ihaimana u'asi mono te te 're isawi mono ha isib'a'uwe nori iwa 're ihaimana za'ra mono ze ha ta nori ha da te dasiwi uprosi da te za dasiwi ubu ni tane nhere 're ihaimana u'asi mono ha te za haiwa hawi uza ha samra te te samra wamha te za ama da'uprosi unhama ro'o na,Xavánte
20328,deus ahahumo tsimypokzitsiukreta iwaze ustsa kytsa bo ahanamy ty nyny tsimaha iwaze sinamybyitsa sudeja eze tihi: — o myzo ikia zuba tsamysapyrenikita koritio ezektsa sinamy ty mytsyhyryze pauro tuktsa bo nyny niaha iwatsahi sihumo abo tsimysakibazikiknaha — maha,Rikbaktsa
2527,ari ikininape kakiti nirekiniari kristo xesosi nakiti ininiaua inirekiniari teoso nireekitinoka ikaminia atatsiitariko imisiritiko,Apurinã
23203,jesure kɨɨ akabihira judeia di'tapɨ mahami toha duti'ke nii' jesu masare bu'eka be'ro galileiapɨ i'ya kusiawi kɨɨ judeu masa weheri niigɨ judeia di'tapɨre wa'a si'ritiwi,Tukano
1328,te tirtum kax a ri me apa pyrak ta ka me ari a amnhi nhipex anhyr ket ne jejus kris kot me pane htyk nhum me ate hkot amnhi xunhwyr jakama ra me ape hkwyy jao ari hkax a ri apa hket ne te me ixpe ijaew kwy pyra ne hpanha kuri ra ri apa pyrak,Apinayé
9331,upei heꞌi jevy: —upea-gwi haꞌe-ta pee-my: “xe moiru katu pende ruvixara” ndeꞌivei-ma vaꞌera pee-my nhandejary ha pee kwery eꞌy vaꞌe-pe katu “xe moiru katu” heꞌi vaꞌera nhandejary haꞌe kwery ae katu ojapo vaꞌera hemimbota ogweroagwyje vaꞌera inheꞌe heꞌi huvixa kwery-pe hekora mombeꞌu-vy upei oiporu jevy yma gware nheꞌe nhandejary omoi uka vaꞌekwe kwatia-rehe heꞌi ixupe kwery: —“upe ita-rehe hoꞌa vaꞌe ojekarayꞌi vaꞌera hoꞌa-vy ha upe ita hoꞌa hese vaꞌe omonguꞌi vaꞌera ixupe hoꞌa ramo hiꞌari” heꞌi ojehe hesu huvixa kwery-pe hekokwe mombeꞌu-vy,Kaiwá
24272,natac allin shun'uyu allin pinsayniyucapa imapis allinmi pasaypi shun'uyu mana chalapacucunapanatacmi icha imapis mana allinlla ashta pinsayninpis pasaypi anla shun'uyullanam cayan,Urubu-Kaapor
17127,tyotya jerusalem nali tyaoniterenai judeia koa tyaoniterenai exahe one jordao maniya tyaoniterenai hoka tyoaha enomana semaha maheta iniraine,Parecis
