index,TEXT,LANG
10224,tahe dinodu mahaduo pedroboho ritamadyynyre ibutu kia mahadu koo tahe rityyraxinyre: —aorurudibo iny teteytedyynymahate monidibo kia tewinytenyte,Karajá
11433,aipo ꞌe are ꞌga ꞌga pyyg are afueweramu nu aꞌere ꞌga jepeꞌai ꞌga nui,Kayabí
4195,uzeꞌeg zezuz wanupe — aze mo ihe zutykaꞌi azeꞌegatu hezehe ihe teko nuzeruzar iwer mo herehe aꞌe wa heru wiko herehe uzeꞌegatu maꞌe romo aꞌe — ureru romo hekon aꞌe peze kwez izupe uzeꞌegatu iko herehe aꞌe hekagaw imumeꞌu pa purupe aꞌe,Guajajara
25566,dureiha iza'iza ha ma to ane na ama rob'ui'ere: “e 'wai ma wanhib'apito nhimirosa'rada ha waihu'u pese di e 'wa ha roti na tama iwa'rami'wa da ha te 're haimana robaba di” wahi'rata haiba amo ha ma to dure ane na ama rob'ui'ere zo na isisi ha: “'re ihaimana u'asi mono si roptede'wa 're haimana mono nhere e niha te za ni'wa ha mari ha tama tiso iwa'rami mari na te te tama iwa'aba da ha ane ha robaba uptabi di tama ha” ane ma to zo ha rob'ui'ere dureiha,Xavánte
18597,hari va'ora okavarajomiki adani jesu-ra vavakaijokaka'oaki bavi kaidivakia deus viaha jesus kaija'ari vaabono vanasohiha; hojai asohiriki-ra vakava'ipahinika'oaha; ija'ari bavi jahaki kaidivaki fori vihiha deua khai bini'aki ida ija'ari hojani hiki deua binofivini kamahini ida ija'ari kidibadani danoki bada ni'ani hija kaimoni binagathogathoki ida ija'ari hojai asohiriki-ra kava'ipahinika'oa'iki hojai jahakia kahojaini mani ida deua bianivini hija kidibadani danoki binamonahaja kaimoni jahaki ida ija'ari hojai jahakia kahojaiha'oadahani deu-ra naviahanokhavini kidibadani jahaki bada bini'aja kaimoni,Paumarí
14710,o'jekawen jebekitkit pe — eywebeam ade bubut epeguxipan gu juy epesop — jesus o'e — ijoce imuxipan gu juy ijoce kopi'i eybubut jo'o hi'ep eybubut iokok an e'em ibukurukat eyduk'a be om'om eybubut tujupa'um am — io'e,Mundurukú
18778,gamo deu-ra vakaijokahi hojai deua bivajahakia kahojaihi ija'ari-ra nofijahakihi va'ini bodini varani jahakihi jaboni oniani ida gamo 'banani kamahini deua bikajoamoravini hija,Paumarí
22257,nokone teyea uti ina kixovokoxopamaka jesus: —‍hakonoe pike xane ako kixovokuti pikoneti exeokono ko'oyene akotimo exakana kuteanemakamo ne he'ono koeti ko'oyene koyeanemo urapu'ipea enepone yunzo'inopinoe vainovone ako'o po'inu xane yokoyuhoanenoemo xapa xanehiko koane ne inzikaxeopike vainovone kehanakanemo keyuhopi motovati exea uha koeti xane hakonoe pike xane motovati koepekeopi vo'oku poehane kexe'u ito itea ako xunako iyonopeopi ipihoponovokutike hane tiya ituko'oviti enepone apeti xunako koepekea xane koane iyonopea ipihoponovokutike,Terena
5054,haꞌe rami tei ay ma mbaꞌemo tuvixa vaꞌe pejapo agua re pendeayvua rupi penhemboyvate rei haꞌe rami nhanhemboyvatea haꞌe javi ma teko vai,Guarani
22049,yane vaukone ne komititi hara koe yuho vaukea: —‍jesus amoripono ndavi yokoseananu —‍koene,Terena
26238,nam a enokidjwy amikajma'a metindjwynh maro anen kam tyk ket nam metindjwynh tu tin ra'ao wabi nhym me te noo abej apra nhym ketkumrex metindjwynh kute tu tino abirkam kute o abir ketri ne 'a mema kum —‍tamjakam ne ba ikinhkumrex ane nam a metindjwynh ane,kayapó
843,mame inaropohpyry tapoise tupito poko erohketomo a typipohse ynororo eya xine tynaroke pyra taropose ropa eya xine,Apalaí
19520,voces tem olhos mas nao veem tem ouvidos mas nao ouvem nao se lembram quando eu parti os cinco paes para os cinco mil quantos cestos cheios de pedacos voces recolheram  doze responderam eles,Portuguese
15067,tii da y karen be babok be hapah do hyb nꞌaa ny hadoo doo me be pꞌop haga do bedeeb wat be wahe maku hanaa be gadoo do daap ji bawat do mahanh ta sam hahanh doo me kꞌaats teg gabareeh doo me kꞌaats teg hawak doo me nado be tabedeeb wat be tabedeeb wat kristo majyyw me takꞌep baad hadoo kristo majyyw pꞌop haga do matym go bꞌee tꞌaah anyyw is do baad hadꞌop doo nesaa do kawug hom hyb nꞌaa judah buuj radahejꞌeep do hadoo ti kristo,Nadëb
23018,kɨɨ o'akɨhɨ wi'ipɨ da'rase nɨmɨri pe'tika be'ro kɨɨ yaa wi'ipɨ daha tohaakɨ niiwi,Tukano
6569,niɡijo noiigi noɡonadi niɡijo niciagi odaa joɡodoɡetetalo aneotedoɡoji leeɡodi me yajigotediogi niɡina oko loniciwaɡa monicilatiditiniwace eelotaginadi,Kadiwéu
10451,dohodyyna heto‑ribi rohonyreu ierydyyna tamy rarybere: —erydyydu beteheke inihe mana nihiky‑o hetohoky‑o,Karajá
3182,iamudo ilery iopiry ety tazekobyzegueho odayla kehoem tataze amaemo watay nhewentadaunda tazekobyzegueho odayla tawaneim kua kanhedylygue,Bakairi
19698,todos falavam bem dele e estavam admirados com as palavras de graca que saiam de seus labios mas perguntavam: nao e este o filho de jose,Portuguese
15371,nyy da be ha —nang mah —tawꞌaats he tadajep —nak ma ta wob sa kyyh,Nadëb
16438,je³­su²­jah³­la²­ a²­wa³­ta³­nau³­xa²­ e³­kxi²­nyhain¹­jau³­su²­ nxe³­nxa²­ha¹­te¹­ je³­su²­jah³­la²­ ka³­li³­le²­a²­ko³­xa²­ so¹­lxi³­ yxau²­xai³­to³­ta¹­hxai²­he¹­la²­ hai³­txi³­ ju³­te²­a²­ko³­nau³­a¹­ yxau²­xai³­ta¹­hxai²­nxa³­he¹­la²­ nxe³­ju³­ta²­ ju³­te²­a²­ nu³­ka³­txa²­ a³­nhai¹­tun³­te²­nau³­xai²­na²­ i³­su²­lha³­ti³­ten³­ta¹­hxai²­he¹­la²­ ja¹­nxe³­kxa²­yan³­ti³­su²­ ta¹­hxai²­he¹­la²­,Nambikuára
12976,tiise eꞌtarumaꞌti tanne upiikaꞌtiꞌpiyaꞌnikon miriri eraꞌmauya uwakiri,Macushi
22204,yoposikonutinoemo itea akonemo inixepananu koane ako omotova yeni xoko yonomboku,Terena
24089,lluypapis limapaycuynin amnatac icha allin yachachicuymannu yachaycachiy,Urubu-Kaapor
22486,koati iyuseoti akoyea itukapu anjuhiko huvo'oxopono ne xe'exa ituko'oviti itea itukeovo amosenopono abraum ne huvo'oxoponone,Terena
