index,TEXT,LANG
2204,nota xika maerekaxinireninoka hininia kiripa kamapoxokinitano nota hitenoka aua nota kamapoxokonitakani ininia kona nota nirekari maerekaxinireni hinini nota xika,Apurinã
7068,—‍kiroki ga jireheva'ero gwaramo gwereko katu tayri'ga'jave'ga ga oko jesus'gareheva'ero javo – jihi tuhe reki ga ji rerekokatui ei jesus'ga gwemimbo'ehara'ga pe,Kagwahiva
2285,iuaikana teoso sakire iokatsopatakori txari: hite xoteo minakaniua hipoxokoniuatako xoteoakorikata teoso nakitiakorikata,Apurinã
23047,pedro kɨɨ toho niika tɨ'o kɨɨ siro siru tuu wihakɨ niiwi “diakɨhɨta niisari a'te o'akɨhɨre were ko'tegɨ yɨ'ɨre mii wihase ape tero weegɨ ke'egɨ weesa'” nii wakukɨ niiwi kɨɨ toho wihasere ayuro masitikɨ niiwi surara naa nee ko'te duhirore yɨ'rɨakara niiwa be'ro apero ke'rare taha yɨ'rɨaa tii wi'i nee sahaaro kome sope tiropɨre ehakara niiwa naa toopɨ ehaka tii sope basi paria wa'akaro niiwɨ be'ro naa tii sopere yɨ'rɨ wiha wa'akara niiwa yoa kurero wa'a o'akɨhɨre were ko'tegɨ bahu dutia wa'akɨ niiwi pedro ni'kɨta toha nɨ'kakɨ niiwi maha be'ro kɨɨ bahu dutikapɨta ayuro tɨ'o masikɨ niiwi —diakɨhɨta niiapa yɨ'ɨ i'ya'ke niirota o'akɨhɨ yɨ'ɨre yɨ'rɨ dutigɨ ni'kɨ kɨɨre were ko'tegɨre o'oo'api herode ya'aro weetika'ato niigɨ toho niika judeu masa jesure eho peotira nii pe'tise yɨ'ɨre ya'aro wee si'risere ka'mu ta'agɨ o'oo'api niikɨ niiwi pedro,Tukano
16516,yxan¹­ta¹­ i²­li³­te²­ i³­nxa²­ nxe²­e³­in¹­kxai²­nan²­tu³­: — txai²­li²­ a²­hoh³­lxi³­su²­ nxa³­nhai¹­ nxin¹­kxai²­nan²­tu³­ txa²­wa¹­su³­na²­ i³­wa³­txi³­sxa³­ i³­hen³­txi³­txai¹­nhe³­la²­ nxe³­sxa³­ i³­wa³­txi³­sxa³­ i³­hen³­txain¹­yah³­lxin¹­te³­nah¹­lxi¹­: — txa²­su³­nai³­ a²­hoh³­lxi³­su²­ sa²­nxa³­nhai¹­ a²­hoh³­lxi³­sa²­nuh¹­se¹­li¹­ nxe³­yah³­lxin¹­kxai²­nan²­tu³­ a²­hoh³­lxi³­sa²­nuh¹­nxa²­tu¹­wa²­ wi¹­lhin¹­khai¹­nxe³­ha²­kxai³­: — ih¹­nxe³­tin¹­jau³­ta³­ i³­wa³­txi³­san¹­si²­lxi¹­ nxe³­nxain¹­jau³­su²­ i³­kwai²­kxi²­nxai¹­nxa³­lho³­la²­ wi¹­lhin¹­sxa³­ u³­hu¹­nxa²­tu¹­wa²­,Nambikuára
762,ynara tykase ritonopo maro oturuketo tuisary tomo juteu to tuisary tomo —oty katoh juteu to tuisaryme tymerose oya ynara roke imeroko “ywy ase juteu to tuisary kahpo mosero” katoh roke imeroko morotona tykase toto eya ynara tykase pirato eya xine —ynymerohpyry onytyoromara ase ah morara roke nexino tykase eya xine ynororo,Apalaí
14460,imeneju warara'acayu oitabun jesus kay tak gu ip oitabun deus ekawen kay jija ip o'e cug cica cexe ip puye,Mundurukú
9226,hesu ombogwera mburuvixa raꞌy-pe mokoi ary rire upe-gwi oho jevy-ma hesu ogwahe oho-vy galileia yvy-py:,Kaiwá
14476,oxe bit ka'uma ma ikerean o'e yaoka am — io'e — gebuje paulo adi o'e owebe: “cesar juy waweg mukererenayu ya'ijo- -wuyeipi kukukat” i imenpuye ijuju pin on cesar kay,Mundurukú
2626,piito parikauatakasaaki piito tapara apiaapota ininia erekari piparikauatini apiaerekata pixinire parikauatini pixinire auaki inini ikapani pixinire ikorasaaki auaki ininia pauapikako teosokata atipirika ikara nisakire atao erekari ikinimane auikiniri ikara erekari ikinimane kaminiri ikara ininiakara iteene aparikauata teoso ikapani pasapaniri iuaritika aparikauatapitipo kotxi aauikari teoso sakire teoso mipikati sakire iua ikinimane kakiti maerekani makatxaakari itxaua iua makatxakari isakire auiakani maerekani maerekani misiritikoataa imasikanina ikapani,Apurinã
1786,hamri nhum me tee ri amnhi ta me kuma ne awjana ne akupym jejus wyr mra ne kam me hare hamri nhum juaw me xiakre wa me harenh ma ne me kama gryk ne ne jejus ma: —kwa pahihti na na me axtem ne amnhi ne me pahkure jakama e kwa pu me kaxkwa rum me hipy kuwy hpok kwy re ke me hkaxar pa na ane,Apinayé
26585,nhym pyka tamkam me'o ni 'uwtire kube mjen tyk nhym me'o ar o bikenho ba 'uwtikam ar o bikenho ba nhym kam akati kunikot ma 'yr mran kum aren kum “on ijo angryk” ane “on ikure djwynhma are ge on ima o panh” ane,kayapó
10744,tahe jesuisi taery mahadu‑o rarybere: —walawo bidiwykre iny sowemy dori rehemynyreri kidiwawotomonykre osana ibutumy bina mahadu ibymy tebo reareri ixideytedyymy urile iny sowemy riywinyre dori,Karajá
21237,miꞌi hawyi peteru pysei hamo tokosap maꞌato peteru toꞌe — yt naku i uipysei en katu­pono uika­ꞌiwat neꞌi en mehi e,Sateré-Mawé
21294,miꞌi hawyi maria tuwe­ꞌa­ru­mary hawyi meremo toto teꞌa­piꞌi isapeu yat kape wetup yi mekewat yi iuta e hap kape yityꞌok hit puat muꞌap upi toto pya kahato toto miꞌi hawyi putꞌok­toꞌe mana maria paꞌi sakaria yat pe hawyi teke hawyi — ihotꞌok e teꞌa­piꞌi mana isapeu pe,Sateré-Mawé
4499,amo ae maꞌe amumeꞌu putar peme ihe nehe kury — aze awa umeꞌe kuza rehe nehe iputar pa nehe iputar haw nuzawy kwaw ipuhe iho haw tupan pe aꞌe aze ruꞌu uker ipuhe aze ruꞌu iker wer ipuhe zuawygatu tupan pe naꞌikatu kwaw izupe,Guajajara
16996,nxe³­te³­nah¹­lxi¹­ ju³­te²­a²­ nu³­ka³­txa²­ a³­nhai¹­tun³­te²­nau³­xa²­ an³­ki³­ka³­ti³­kxain¹­sxa³­ i³­ye³­kxain¹­te³­nah¹­lxi¹­: — nxetsi¹­lxi¹­ kxan³­su²­ i³­wa³­wa³­ta³­kxi²­sa²­si¹­nhxai¹­nhe³­li¹­ ja¹­nxe³­sa²­sin¹­txa³­he¹­li¹­ si³­ka³­ka³­kxi²­ i³­ye³­kxi²­sa²­si¹­nhe³­li¹­ nhin¹­kxai²­nan²­tu³­: “txa²­wa¹­su³­na²­ si³­yxau³­tau³­a¹­ a²­hxi²­kan¹­ta²­ si³­yxau³­tau³­lo³­jah¹­lo²­su²­ na¹­xa¹­” nhin¹­kxai²­nan²­tu³­ i³­wa²­su¹­wa²­sutsxa³­ i³­yau¹­u³­sa²­si¹­nhe³­li¹­ “nxe³­sa²­kxah³­lo²­sa¹­i¹­” nxe³­sa²­si¹­nhe³­li¹­ ju³­te²­a²­ nu³­ka³­txa²­ a²­hxi²­kan¹­txi³­nau³­xa²­ ta¹­hxai²­he¹­la²­,Nambikuára
8366,ti camarada ag pi je ti in krem ema nytigtiꞌ ti kosin ha vy ti in krem nigti javo,Kaigáng
26232,gwaj ba dja gwaj bama aben jaben bakaben katatbit jaren arym kajma krituma aben kamenho te baje mar mexo kum bamexo kajma aben kamenho te ga gwaj bakraja pumu gwaj bakrakam badjumar ne kam amu banhikrao ape nar baparkam mra gwaj bakra ne amu gwaj bakukradja kuni ngrek ne gwaj bajo ba gwaj bakra kumrex umar nhym kam o'a amu gwaj bakukradja kuni ape kritudjwy ne kute gwaj bakra pyrak ne gwaj bakunio ba gwaj kukwakam apynh kum badjapenh djari kum badjapenh ar baba,kayapó
380,—otyriko tykase toto eya mame totyrise ropa jezu kanawaka toto kanary aka mame axi toeporehkase ropa toto pata pona kapanau pona,Apalaí
15968,tawꞌaats he be sahonh he be hyb nꞌaa jewꞌyyk ji katee doo masuuj nado tii tawꞌaats he yynh patug dooh ta yym tawadꞌii ba yynh see we tawꞌaats he yynh na-aaj he dooh tawadꞌii ba ta patug tii dꞌ y wen herꞌoot baad nadoo do ha pꞌop haga do ky nꞌaa etyy da sa yym nadoo do sii sa patug nadoo do sii haꞌyyh doo,Nadëb
12907,miriri waranti tiwin piꞌ eꞌni tanne uuriꞌnikon wani siriri cristo esaꞌ pe iwaikkatoi pe eꞌni siriri,Macushi
18599,hari oniaroa va'ora honariavini adani ipohina: —arabo hahavia avikha'a bana ija'ari hahavi-ra vara va'ora vani'a bana omonina jahakia,Paumarí
525,zae pyra amorepatoko poko ajohpako poko wekyry tomo opyno xine ase apitoryme pape merory se exiase kukurakatopopyryko poko yrome ritonopo se pyra exiketo xiaro omatome tooehse toto ritonopo omiry kura jezu kyrixtu poko tyoromako ma toto “kure kyyrypyryko poko ro kuahtao xine” ako toh ma repe ajohpe roke ma toto morara karyhtao eya xine tyyrypyryko poko toto jezu kyrixtu rumekako roropa ma toto toiro jezu kyrixtu mana kuesekomo kypynanohnekomo yrome “yna ese kara mokyro” ako ma toto ise pyra toexirykoke pake mokaro wanopyry poko tymerose ritonopo omiryme,Apalaí
14242,wa'o kay jijaayu jesay irucat kug jeku ixeyu butet oju'uk gu soat em itait jeedop ip deus xe iaptup pewi soat em ibararak jeedop ixeyu butet igodup pe “teyuku webekitkit” i oce webay be ixe ekawen tojotjot'ukayu be dak,Mundurukú
12764,tiise mori pe eꞌti tiaronkon yarakkiri eranmira moropai iꞌ ri toꞌ nikupiꞌpi awinikiiꞌnikon miriri kuꞌti aawanmiraꞌnikon iꞌ kaiꞌma tiiwanmira jesus cristo wenai paapaya ankupiꞌpikon kupiꞌpi waranti ikuꞌti,Macushi
10949,ijo tahe fariseu mahadu‑o roirenyre tamy relyykemy aobo jesuisi riwinyremy,Karajá
26968,kwarik wanh me kute abena atomwa kwarik wam no tam ne kajgokumrex tam gedja wam no djam kot mete myjja mar got kot ne me kum aben kuren kam aben japryn abenma akre bep kati ga abe benjadjwyr djwynh nho apenhkam kwarik wanh akabeno me apanh ket benjadjwyr nho apenh ne me me kunikam ukapri ne prine mema metindjwynh kaben'a ujarenh mex ne ngryk ket ne mema 'a ajare nam a benjadjwyr nho apenh a meo ane,kayapó
25364,dasi'uiha na dahaimanazem na 're ida'ra za'ra mono na ma i'ra ha tama podo romhuri'wai ma abra'aha 'ra haiba amo ha 're ihaimana u'asi mono te te tama iropisutuzeb zarina ma i'ra ha tama podo wada'uri ana 're ihaimana mono ma ha saraha ma ane abra'aha 'ra nori wasu'u ha,Xavánte
25375,darasiza nori darasiza nori ma paru te te irob'ui'ereze wanhib'apito nhib'a'uwe nori daza'rui mono ba darasiza na danhipti'a nho'omo nhisi 'remha 're aihaimana za'ra wa'aba mono nori wa ha paru wa ama asawi za'ra wa'wa ubure wasire isazei'wa nori ha te dure timreme na ama asawi za'ra wa'wa i'rata isi'ubumro nori ha ane wa za ama aima rob'ui'ere za'ra wa'wa wa ha zezu cristuhu zadawa wasu'u'wa wa 're mo isadawa para ni'wam nori ha te te siwi ipisutu o di dazadawa para isadawa wasu'u'wa na 're ihaimana mono da mare uptabi di zezu cristuhu si ma to wamama me si sima ipisutu zahure ab're hawi ti'ra haiwa'utu'wai me,Xavánte
4219,— ezemukatu nehe kury ty iꞌi izupe wa — ewezyw ywyra kanetar wi taritykaꞌi nehe ty iꞌi izupe wa,Guajajara
20112,iwatatu sesus maku pe — sosobyity — nanabyitaba sesus soho nitsasoko iwatsahi kytsa sesus bo zumunaha ziwabykynaha simyitsapyritsa kino niwatihi ziknasizororowyky,Rikbaktsa
