index,TEXT,LANG
8621,ky judeu ag hyn inh my: “eg my venh jykre ha tugnin nugme ki var ke muꞌ” he sor mu vo ke tu ve tope vi mranh tugrin eg nugme ki var ke mu nen u ha ja ve tope ty eg jyven ja ti ha ra eg tog mranh eg ty tope ty eg jyven me ky eg tog eg jykre koreg to: “ti vi mranh ja inh nigti” he ti ha ki eg tog ki kanhran mu eg ty tope vi mranh tag ty ty nen u koreg tavi nin ki,Kaigáng
10818,ixiweduokeki tahe boikre tii arasahyy mabekelau,Karajá
21134,miꞌi pote paꞌi kororia tiwesat — taꞌi tut hawyi ti aru toiꞌatuꞌuka kahato ti aru meimuewat yt naku i nug haria iꞌatuꞌe taꞌi miꞌi hawyi ti rat wetup ywania pe haat hap eꞌat piat haꞌup ium kuap haria pe aru tutum i teꞌyi tomikoi ypia iꞌatuꞌe,Sateré-Mawé
5942,haꞌe ra jesus ombovai haꞌe kuery pe: — ko yvy re ikuai vaꞌe ma omenda haꞌe nhomomenda ꞌra haꞌe ra ara pyau onhemboete agua ara oupity agua oiporavo pyre ma nomendavei nei nanhomomendavei ma ꞌra,Guarani
9746,yma gware-pe omombeꞌu vaꞌekwe upe nheꞌe pora ay omombeꞌu hagwe-rami ixupe omombeꞌu nhande-vy ave yma gware-pe omombeꞌu rei nipo raꞌe ndogweroviai arakaꞌe hemimombeꞌu,Kaiwá
18820,cristo vani ada deus kava'isohihi jiriki-ra kaaboka'ara binaabajahakivini kaba'i ida va'isohihi jiriki jaharikia okha'iki ada cristo va'isohihi jiriki-ra vanaabariki vakadimoni ida nahina jahariki cristoa bigathani'iki akadimoni kamari ida anaabariki abosini cristo haria akava'ijoa'iki hari deus athi kapapirania hojaki hida athii: “deus jaharikia biarakhaki ida ija'ari ava akasanakhamakia ahorivanani abinini” nihi ida athii onivani fori hi'ara ada cristo hoja'ina ava akasanakhamaki kania bigathani'iki ida akadihojai asohiriki abosini 'bo'dakari deua bini'aha ada abraao kohana: —hora ivakaijoka'avini mani ida judeus kaija'ari vihiriki-ra va'ora okajoamoravini hija bana — niha ada deus oniania abini'aha ada jesus cristo judeus kaija'ari vihiriki vakadimoni hina jaboni vagathanija kaimoni ida deus abraao-ra vara ni'a'bo'davini hi'iki nini vani harivani afohahavi cristo-ra avakaijokahi; agahinahi jaboni ma'onahai jahaki deua bini'a'ikia,Paumarí
25536,tawamha zezusi ha isadanhari na ma dure tama ama sahu za'ra: — dure  na i'u'ete wapu ha haimana nhere te dama iwe'ei aha mono zem na ha dure  miu na dahaiba nhere da te 'mahapari mono wamha e niha si'oto haiba ha danho'rata re ha — ane te sadanhari za'ra — si'ono ha  na ihaiba ha danho'rata re ha — ane ma asa tama waihu'u za'ra,Xavánte
732,—oty katoh “kure mase” myka ya ritonopo roke kure mana,Apalaí
10978,tahe tiiboho rexieryrenyre tahe rihenyrenyre tahe roirenyre listra hawa‑o debi hawa‑o kia laonia hawa hawa‑o rare tule rariarenyre kowa bedewo‑ki tahe kowa tiiemy ritynyhyy roiremyhy rybe tymyra wihiky‑di,Karajá
11408,yma te ꞌa janeruwarete ꞌga kaꞌarana kwasiarukari inuga jua ꞌga rur are rakue “koromu jejeꞌega momeꞌwara ꞌga” ꞌea ꞌga ikwasiarukaa inuga ꞌga nupe rakue “je tomono ꞌga ene renunewe kwe pewara ꞌga mueapyou ene ree ene rura futarukaa ꞌga nupe ꞌjau” ꞌjau ꞌga ikwasiaa inuga rakue— ꞌjau jejui ꞌga ꞌga nupe,Kayabí
